-13 -2.5 -50 
-13 -0.510956 -49.7909 
-10 -0.510956 -49.7909 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -1.68653 -48.1729 
-10 -1.68653 -48.1729 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -3.67557 -48.382 
-10 -3.67557 -48.382 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -4.48904 -50.2091 
-10 -4.48904 -50.2091 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -3.31347 -51.8271 
-10 -3.31347 -51.8271 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -1.32443 -51.618 
-10 -1.32443 -51.618 
-10 -2.5 -50 
-13 -2.5 -50 
-13 -0.510956 -49.7909 
-10 -0.510956 -49.7909 
-10 -2.5 -50 
-10 -2.5 -50 
