16.6421 -7 -35.8579 
16.4331 -7 -33.8688 
16.4331 -4 -33.8688 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
18.2602 -7 -34.6823 
18.2602 -4 -34.6823 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
18.4692 -7 -36.6713 
18.4692 -4 -36.6713 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
16.8512 -7 -37.8469 
16.8512 -4 -37.8469 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
15.0241 -7 -37.0334 
15.0241 -4 -37.0334 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
14.815 -7 -35.0444 
14.815 -4 -35.0444 
16.6421 -4 -35.8579 
16.6421 -7 -35.8579 
16.4331 -7 -33.8688 
16.4331 -4 -33.8688 
16.6421 -4 -35.8579 
16.6421 -4 -35.8579 
