11.6421 -7 -35.8579 
9.65309 -7 -36.0669 
9.65309 -4 -36.0669 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
10.4666 -7 -34.2398 
10.4666 -4 -34.2398 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
12.4556 -7 -34.0308 
12.4556 -4 -34.0308 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
13.6312 -7 -35.6488 
13.6312 -4 -35.6488 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
12.8177 -7 -37.4759 
12.8177 -4 -37.4759 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
10.8287 -7 -37.685 
10.8287 -4 -37.685 
11.6421 -4 -35.8579 
11.6421 -7 -35.8579 
9.65309 -7 -36.0669 
9.65309 -4 -36.0669 
11.6421 -4 -35.8579 
11.6421 -4 -35.8579 
